admin_unit_code,sub_unit_code,site_name,plot_name,location_type,year,date,start_time,end_time,observer,visit,interval_length,id_method,distance,flyover_observed,sex,common_name,scientific_name,acceptedtsn,npstaxoncode,aou_code,pif_watchlist_status,regional_stewardship_status,temperature,humidity,sky,wind,disturbance,initial_three_min_cnt,habitat_type,taxoncode,previously_obs,month,season
ANTI,,,ANTI-0108,Grassland,2018,2018-05-24,,,Kimberly Serno,1,0-2.5 min,Calling,50.0,False,Undetermined,American Goldfinch,Carduelis tristis,179236.0,,AMGO,False,False,14.3999996185303,89.5999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,Grassland,95286.0,False,5,Spring
ANTI,,,ANTI-0108,Grassland,2018,2018-05-24,,,Kimberly Serno,1,0-2.5 min,Singing,50.0,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,,NOCA,False,False,14.3999996185303,89.5999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,Grassland,94228.0,False,5,Spring
ANTI,,,ANTI-0108,Grassland,2018,2018-05-24,,,Kimberly Serno,1,0-2.5 min,Singing,50.0,False,Male,Field Sparrow,Spizella pusilla,179443.0,,FISP,False,True,14.3999996185303,89.5999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,Grassland,84790.0,False,5,Spring
ANTI,,,ANTI-0108,Grassland,2018,2018-05-24,,,Kimberly Serno,1,0-2.5 min,Singing,50.0,False,Undetermined,Baltimore Oriole,Icterus galbula,179083.0,,BAOR,False,False,14.3999996185303,89.5999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,Grassland,93655.0,False,5,Spring
ANTI,,,ANTI-0108,Grassland,2018,2018-05-24,,,Kimberly Serno,1,0-2.5 min,Calling,50.0,False,Undetermined,Blue-gray Gnatcatcher,Polioptila caerulea,179853.0,,BGGN,False,False,14.3999996185303,89.5999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,Grassland,88038.0,False,5,Spring
ANTI,,,ANTI-0108,Grassland,2018,2018-05-24,,,Kimberly Serno,1,7.5 - 10 min,Visualization,50.0,False,Undetermined,Field Sparrow,Spizella pusilla,179443.0,,FISP,False,True,14.3999996185303,89.5999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,Grassland,84790.0,False,5,Spring
ANTI,,,ANTI-0108,Grassland,2018,2018-05-24,,,Kimberly Serno,1,0-2.5 min,Singing,50.0,False,Undetermined,Carolina Wren,Thryothorus ludovicianus,178581.0,,CARW,False,False,14.3999996185303,89.5999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,Grassland,88350.0,False,5,Spring
ANTI,,,ANTI-0079,Grassland,2018,2018-05-24,,,Kimberly Serno,1,0-2.5 min,Singing,50.0,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,,NOCA,False,False,12.8999996185303,89.5999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Grassland,94228.0,False,5,Spring
ANTI,,,ANTI-0079,Grassland,2018,2018-05-24,,,Kimberly Serno,1,5 - 7.5 min,Singing,50.0,False,Male,Carolina Chickadee,Poecile carolinensis,554383.0,,CACH,False,True,12.8999996185303,89.5999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,Grassland,265876.0,False,5,Spring
ANTI,,,ANTI-0079,Grassland,2018,2018-05-24,,,Kimberly Serno,1,5 - 7.5 min,Calling,50.0,False,Undetermined,Red-bellied Woodpecker,Melanerpes carolinus,178195.0,,RBWO,False,False,12.8999996185303,89.5999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,Grassland,84865.0,False,5,Spring
ANTI,,,ANTI-0079,Grassland,2018,2018-05-24,,,Kimberly Serno,1,5 - 7.5 min,Visualization,,True,Undetermined,American Crow,Corvus brachyrhynchos,179731.0,,AMCR,False,False,12.8999996185303,89.5999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,Grassland,87106.0,False,5,Spring
ANTI,,,ANTI-0079,Grassland,2018,2018-05-24,,,Kimberly Serno,1,0-2.5 min,Singing,50.0,False,Male,Field Sparrow,Spizella pusilla,179443.0,,FISP,False,True,12.8999996185303,89.5999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Grassland,84790.0,False,5,Spring
ANTI,,,ANTI-0079,Grassland,2018,2018-05-24,,,Kimberly Serno,1,5 - 7.5 min,Calling,50.0,False,Undetermined,Great Crested Flycatcher,Myiarchus crinitus,178309.0,,GCFL,False,False,12.8999996185303,89.5999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,Grassland,85791.0,False,5,Spring
ANTI,,,ANTI-0079,Grassland,2018,2018-05-24,,,Kimberly Serno,1,2.5 - 5 min,Calling,50.0,False,Undetermined,Eastern Towhee,Pipilo erythrophthalmus,179276.0,,EATO,False,True,12.8999996185303,89.5999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,Grassland,83803.0,False,5,Spring
ANTI,,,ANTI-0079,Grassland,2018,2018-05-24,,,Kimberly Serno,1,2.5 - 5 min,Calling,50.0,False,Undetermined,Blue Jay,Cyanocitta cristata,179680.0,,BLJA,False,False,12.8999996185303,89.5999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,Grassland,86252.0,False,5,Spring
ANTI,,,ANTI-0079,Grassland,2018,2018-05-24,,,Kimberly Serno,1,0-2.5 min,Singing,50.0,False,Undetermined,Carolina Wren,Thryothorus ludovicianus,178581.0,,CARW,False,False,12.8999996185303,89.5999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Grassland,88350.0,False,5,Spring
ANTI,,,ANTI-0079,Grassland,2018,2018-05-24,,,Kimberly Serno,1,0-2.5 min,Singing,50.0,False,Male,Red-eyed Vireo,Vireo olivaceus,179021.0,,REVI,False,False,12.8999996185303,89.5999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Grassland,93587.0,False,5,Spring
ANTI,,,ANTI-0119,Grassland,2018,2018-05-24,,,Kimberly Serno,1,2.5 - 5 min,Singing,50.0,False,Male,Eastern Wood-Pewee,Contopus virens,178359.0,,EAWP,False,True,18.1000003814697,91.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,Grassland,85846.0,False,5,Spring
ANTI,,,ANTI-0119,Grassland,2018,2018-05-24,,,Kimberly Serno,1,2.5 - 5 min,Singing,50.0,False,Undetermined,Baltimore Oriole,Icterus galbula,179083.0,,BAOR,False,False,18.1000003814697,91.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,Grassland,93655.0,False,5,Spring
ANTI,,,ANTI-0119,Grassland,2018,2018-05-24,,,Kimberly Serno,1,7.5 - 10 min,Calling,50.0,False,Undetermined,Carolina Chickadee,Poecile carolinensis,554383.0,,CACH,False,True,18.1000003814697,91.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,Grassland,265876.0,False,5,Spring
ANTI,,,ANTI-0119,Grassland,2018,2018-05-24,,,Kimberly Serno,1,2.5 - 5 min,Calling,50.0,False,Undetermined,Northern Flicker,Colaptes auratus,178154.0,,NOFL,False,False,18.1000003814697,91.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,Grassland,84820.0,False,5,Spring
ANTI,,,ANTI-0119,Grassland,2018,2018-05-24,,,Kimberly Serno,1,5 - 7.5 min,Calling,50.0,False,Undetermined,White-breasted Nuthatch,Sitta carolinensis,178775.0,,WBNU,False,False,18.1000003814697,91.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,Grassland,90935.0,False,5,Spring
ANTI,,,ANTI-0119,Grassland,2018,2018-05-24,,,Kimberly Serno,1,2.5 - 5 min,Calling,50.0,False,Undetermined,Blue-gray Gnatcatcher,Polioptila caerulea,179853.0,,BGGN,False,False,18.1000003814697,91.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,Grassland,88038.0,False,5,Spring
ANTI,,,ANTI-0119,Grassland,2018,2018-05-24,,,Kimberly Serno,1,2.5 - 5 min,Singing,50.0,False,Male,Indigo Bunting,Passerina cyanea,179150.0,,INBU,False,True,18.1000003814697,91.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,Grassland,94257.0,False,5,Spring
ANTI,,,ANTI-0119,Grassland,2018,2018-05-24,,,Kimberly Serno,1,0-2.5 min,Singing,50.0,False,Undetermined,Carolina Wren,Thryothorus ludovicianus,178581.0,,CARW,False,False,18.1000003814697,91.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Grassland,88350.0,False,5,Spring
ANTI,,,ANTI-0119,Grassland,2018,2018-05-24,,,Kimberly Serno,1,0-2.5 min,Calling,50.0,False,Undetermined,Great Crested Flycatcher,Myiarchus crinitus,178309.0,,GCFL,False,False,18.1000003814697,91.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Grassland,85791.0,False,5,Spring
ANTI,,,ANTI-0119,Grassland,2018,2018-05-24,,,Kimberly Serno,1,0-2.5 min,Calling,50.0,False,Undetermined,Mourning Dove,Zenaida macroura,177125.0,,MODO,False,False,18.1000003814697,91.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Grassland,82737.0,False,5,Spring
ANTI,,,ANTI-0119,Grassland,2018,2018-05-24,,,Kimberly Serno,1,0-2.5 min,Singing,50.0,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,,NOCA,False,False,18.1000003814697,91.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Grassland,94228.0,False,5,Spring
ANTI,,,ANTI-0119,Grassland,2018,2018-05-24,,,Kimberly Serno,1,5 - 7.5 min,Singing,50.0,False,Undetermined,Carolina Wren,Thryothorus ludovicianus,178581.0,,CARW,False,False,18.1000003814697,91.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,Grassland,88350.0,False,5,Spring
ANTI,,,ANTI-0119,Grassland,2018,2018-05-24,,,Kimberly Serno,1,5 - 7.5 min,Singing,50.0,False,Male,Field Sparrow,Spizella pusilla,179443.0,,FISP,False,True,18.1000003814697,91.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,Grassland,84790.0,False,5,Spring
ANTI,,,ANTI-0119,Grassland,2018,2018-05-24,,,Kimberly Serno,1,7.5 - 10 min,Singing,50.0,False,Undetermined,House Wren,Troglodytes aedon,178541.0,,HOWR,False,False,18.1000003814697,91.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,Grassland,88306.0,False,5,Spring
ANTI,,,ANTI-0119,Grassland,2018,2018-05-24,,,Kimberly Serno,1,0-2.5 min,Calling,50.0,False,Undetermined,Red-bellied Woodpecker,Melanerpes carolinus,178195.0,,RBWO,False,False,18.1000003814697,91.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Grassland,84865.0,False,5,Spring
ANTI,,,ANTI-0107,Grassland,2018,2018-05-24,,,Kimberly Serno,1,7.5 - 10 min,Singing,50.0,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,,NOCA,False,False,16.2000007629395,90.5,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,Grassland,94228.0,False,5,Spring
ANTI,,,ANTI-0107,Grassland,2018,2018-05-24,,,Kimberly Serno,1,0-2.5 min,Singing,50.0,False,Undetermined,Carolina Wren,Thryothorus ludovicianus,178581.0,,CARW,False,False,16.2000007629395,90.5,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,True,Grassland,88350.0,False,5,Spring
ANTI,,,ANTI-0107,Grassland,2018,2018-05-24,,,Kimberly Serno,1,0-2.5 min,Singing,50.0,False,Male,Eastern Towhee,Pipilo erythrophthalmus,179276.0,,EATO,False,True,16.2000007629395,90.5,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,True,Grassland,83803.0,False,5,Spring
ANTI,,,ANTI-0107,Grassland,2018,2018-05-24,,,Kimberly Serno,1,0-2.5 min,Singing,50.0,False,Male,Carolina Chickadee,Poecile carolinensis,554383.0,,CACH,False,True,16.2000007629395,90.5,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,True,Grassland,265876.0,False,5,Spring
ANTI,,,ANTI-0107,Grassland,2018,2018-05-24,,,Kimberly Serno,1,0-2.5 min,Calling,50.0,False,Undetermined,Carolina Chickadee,Poecile carolinensis,554383.0,,CACH,False,True,16.2000007629395,90.5,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,True,Grassland,265876.0,False,5,Spring
ANTI,,,ANTI-0107,Grassland,2018,2018-05-24,,,Kimberly Serno,1,0-2.5 min,Calling,50.0,False,Undetermined,Red-bellied Woodpecker,Melanerpes carolinus,178195.0,,RBWO,False,False,16.2000007629395,90.5,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,True,Grassland,84865.0,False,5,Spring
ANTI,,,ANTI-0107,Grassland,2018,2018-05-24,,,Kimberly Serno,1,0-2.5 min,Singing,50.0,False,Male,Indigo Bunting,Passerina cyanea,179150.0,,INBU,False,True,16.2000007629395,90.5,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,True,Grassland,94257.0,False,5,Spring
ANTI,,,ANTI-0107,Grassland,2018,2018-05-24,,,Kimberly Serno,1,2.5 - 5 min,Calling,50.0,False,Undetermined,American Crow,Corvus brachyrhynchos,179731.0,,AMCR,False,False,16.2000007629395,90.5,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,Grassland,87106.0,False,5,Spring
ANTI,,,ANTI-0107,Grassland,2018,2018-05-24,,,Kimberly Serno,1,7.5 - 10 min,Calling,50.0,False,Undetermined,Brown-headed Cowbird,Molothrus ater,179112.0,,BHCO,False,False,16.2000007629395,90.5,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,Grassland,94215.0,False,5,Spring
ANTI,,,ANTI-0107,Grassland,2018,2018-05-24,,,Kimberly Serno,1,7.5 - 10 min,Singing,50.0,False,Male,Eastern Wood-Pewee,Contopus virens,178359.0,,EAWP,False,True,16.2000007629395,90.5,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,Grassland,85846.0,False,5,Spring
ANTI,,,ANTI-0107,Grassland,2018,2018-05-24,,,Kimberly Serno,1,5 - 7.5 min,Calling,50.0,False,Undetermined,Carolina Chickadee,Poecile carolinensis,554383.0,,CACH,False,True,16.2000007629395,90.5,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,Grassland,265876.0,False,5,Spring
ANTI,,,ANTI-0107,Grassland,2018,2018-05-24,,,Kimberly Serno,1,5 - 7.5 min,Singing,50.0,False,Undetermined,Mourning Dove,Zenaida macroura,177125.0,,MODO,False,False,16.2000007629395,90.5,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,Grassland,82737.0,False,5,Spring
ANTI,,,ANTI-0107,Grassland,2018,2018-05-24,,,Kimberly Serno,1,0-2.5 min,Singing,50.0,False,Male,Field Sparrow,Spizella pusilla,179443.0,,FISP,False,True,16.2000007629395,90.5,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,True,Grassland,84790.0,False,5,Spring
ANTI,,,ANTI-0107,Grassland,2018,2018-05-24,,,Kimberly Serno,1,0-2.5 min,Singing,50.0,False,Male,Northern Cardinal,Cardinalis cardinalis,179124.0,,NOCA,False,False,16.2000007629395,90.5,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,True,Grassland,94228.0,False,5,Spring
ANTI,,,ANTI-0128,Grassland,2018,2018-05-24,,,Kimberly Serno,1,0-2.5 min,Singing,50.0,False,Male,Chipping Sparrow,Spizella passerina,179435.0,,CHSP,False,False,22.7999992370605,76.0,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,True,Grassland,84781.0,False,5,Spring
ANTI,,,ANTI-0128,Grassland,2018,2018-05-24,,,Kimberly Serno,1,0-2.5 min,Singing,50.0,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,,NOCA,False,False,22.7999992370605,76.0,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,True,Grassland,94228.0,False,5,Spring
ANTI,,,ANTI-0128,Grassland,2018,2018-05-24,,,Kimberly Serno,1,0-2.5 min,Singing,50.0,False,Male,Grasshopper Sparrow,Ammodramus savannarum,179333.0,,GRSP,False,False,22.7999992370605,76.0,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,True,Grassland,83867.0,False,5,Spring
ANTI,,,ANTI-0128,Grassland,2018,2018-05-24,,,Kimberly Serno,1,0-2.5 min,Singing,50.0,False,Undetermined,House Wren,Troglodytes aedon,178541.0,,HOWR,False,False,22.7999992370605,76.0,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,True,Grassland,88306.0,False,5,Spring
ANTI,,,ANTI-0128,Grassland,2018,2018-05-24,,,Kimberly Serno,1,0-2.5 min,Singing,50.0,False,Male,Field Sparrow,Spizella pusilla,179443.0,,FISP,False,True,22.7999992370605,76.0,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,True,Grassland,84790.0,False,5,Spring
ANTI,,,ANTI-0128,Grassland,2018,2018-05-24,,,Kimberly Serno,1,0-2.5 min,Singing,50.0,False,Undetermined,Carolina Wren,Thryothorus ludovicianus,178581.0,,CARW,False,False,22.7999992370605,76.0,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,True,Grassland,88350.0,False,5,Spring
ANTI,,,ANTI-0128,Grassland,2018,2018-05-24,,,Kimberly Serno,1,0-2.5 min,Singing,50.0,False,Male,American Redstart,Setophaga ruticilla,178979.0,,AMRE,False,False,22.7999992370605,76.0,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,True,Grassland,92746.0,False,5,Spring
ANTI,,,ANTI-0128,Grassland,2018,2018-05-24,,,Kimberly Serno,1,2.5 - 5 min,Calling,50.0,False,Undetermined,American Goldfinch,Carduelis tristis,179236.0,,AMGO,False,False,22.7999992370605,76.0,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,Grassland,95286.0,False,5,Spring
ANTI,,,ANTI-0128,Grassland,2018,2018-05-24,,,Kimberly Serno,1,2.5 - 5 min,Singing,50.0,False,Male,Warbling Vireo,Vireo gilvus,179023.0,,WAVI,False,False,22.7999992370605,76.0,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,Grassland,93589.0,False,5,Spring
ANTI,,,ANTI-0128,Grassland,2018,2018-05-24,,,Kimberly Serno,1,2.5 - 5 min,Singing,50.0,False,Undetermined,Carolina Wren,Thryothorus ludovicianus,178581.0,,CARW,False,False,22.7999992370605,76.0,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,Grassland,88350.0,False,5,Spring
ANTI,,,ANTI-0128,Grassland,2018,2018-05-24,,,Kimberly Serno,1,2.5 - 5 min,Singing,50.0,False,Male,Indigo Bunting,Passerina cyanea,179150.0,,INBU,False,True,22.7999992370605,76.0,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,Grassland,94257.0,False,5,Spring
ANTI,,,ANTI-0128,Grassland,2018,2018-05-24,,,Kimberly Serno,1,2.5 - 5 min,Calling,50.0,False,Undetermined,American Crow,Corvus brachyrhynchos,179731.0,,AMCR,False,False,22.7999992370605,76.0,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,Grassland,87106.0,False,5,Spring
ANTI,,,ANTI-0128,Grassland,2018,2018-05-24,,,Kimberly Serno,1,5 - 7.5 min,Singing,50.0,False,Undetermined,Baltimore Oriole,Icterus galbula,179083.0,,BAOR,False,False,22.7999992370605,76.0,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,Grassland,93655.0,False,5,Spring
ANTI,,,ANTI-0128,Grassland,2018,2018-05-24,,,Kimberly Serno,1,5 - 7.5 min,Calling,50.0,False,Undetermined,Brown-headed Cowbird,Molothrus ater,179112.0,,BHCO,False,False,22.7999992370605,76.0,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,Grassland,94215.0,False,5,Spring
ANTI,,,ANTI-0128,Grassland,2018,2018-05-24,,,Kimberly Serno,1,5 - 7.5 min,Singing,50.0,False,Male,Field Sparrow,Spizella pusilla,179443.0,,FISP,False,True,22.7999992370605,76.0,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,Grassland,84790.0,False,5,Spring
ANTI,,,ANTI-0118,Grassland,2018,2018-05-24,,,Kimberly Serno,1,5 - 7.5 min,Singing,50.0,False,Undetermined,Carolina Wren,Thryothorus ludovicianus,178581.0,,CARW,False,False,22.3999996185303,80.6999969482422,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,Grassland,88350.0,False,5,Spring
ANTI,,,ANTI-0118,Grassland,2018,2018-05-24,,,Kimberly Serno,1,2.5 - 5 min,Singing,50.0,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,,NOCA,False,False,22.3999996185303,80.6999969482422,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,Grassland,94228.0,False,5,Spring
ANTI,,,ANTI-0118,Grassland,2018,2018-05-24,,,Kimberly Serno,1,2.5 - 5 min,Calling,50.0,False,Undetermined,Red-bellied Woodpecker,Melanerpes carolinus,178195.0,,RBWO,False,False,22.3999996185303,80.6999969482422,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,Grassland,84865.0,False,5,Spring
ANTI,,,ANTI-0118,Grassland,2018,2018-05-24,,,Kimberly Serno,1,0-2.5 min,Singing,50.0,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,,NOCA,False,False,22.3999996185303,80.6999969482422,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,True,Grassland,94228.0,False,5,Spring
ANTI,,,ANTI-0118,Grassland,2018,2018-05-24,,,Kimberly Serno,1,0-2.5 min,Singing,50.0,False,Male,Eastern Wood-Pewee,Contopus virens,178359.0,,EAWP,False,True,22.3999996185303,80.6999969482422,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,True,Grassland,85846.0,False,5,Spring
ANTI,,,ANTI-0118,Grassland,2018,2018-05-24,,,Kimberly Serno,1,0-2.5 min,Singing,50.0,False,Male,Eastern Towhee,Pipilo erythrophthalmus,179276.0,,EATO,False,True,22.3999996185303,80.6999969482422,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,True,Grassland,83803.0,False,5,Spring
ANTI,,,ANTI-0118,Grassland,2018,2018-05-24,,,Kimberly Serno,1,0-2.5 min,Singing,50.0,False,Male,Field Sparrow,Spizella pusilla,179443.0,,FISP,False,True,22.3999996185303,80.6999969482422,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,True,Grassland,84790.0,False,5,Spring
ANTI,,,ANTI-0118,Grassland,2018,2018-05-24,,,Kimberly Serno,1,2.5 - 5 min,Singing,50.0,False,Male,Grasshopper Sparrow,Ammodramus savannarum,179333.0,,GRSP,False,False,22.3999996185303,80.6999969482422,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,Grassland,83867.0,False,5,Spring
ANTI,,,ANTI-0118,Grassland,2018,2018-05-24,,,Kimberly Serno,1,5 - 7.5 min,Singing,50.0,False,Male,Grasshopper Sparrow,Ammodramus savannarum,179333.0,,GRSP,False,False,22.3999996185303,80.6999969482422,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,Grassland,83867.0,False,5,Spring
ANTI,,,ANTI-0118,Grassland,2018,2018-05-24,,,Kimberly Serno,1,7.5 - 10 min,Singing,50.0,False,Undetermined,Acadian Flycatcher,Empidonax virescens,178339.0,,ACFL,False,True,22.3999996185303,80.6999969482422,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,Grassland,85824.0,False,5,Spring
ANTI,,,ANTI-0118,Grassland,2018,2018-05-24,,,Kimberly Serno,1,7.5 - 10 min,Calling,50.0,False,Undetermined,American Crow,Corvus brachyrhynchos,179731.0,,AMCR,False,False,22.3999996185303,80.6999969482422,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,Grassland,87106.0,False,5,Spring
ANTI,,,ANTI-0118,Grassland,2018,2018-05-24,,,Kimberly Serno,1,0-2.5 min,Singing,50.0,False,Male,Indigo Bunting,Passerina cyanea,179150.0,,INBU,False,True,22.3999996185303,80.6999969482422,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,True,Grassland,94257.0,False,5,Spring
ANTI,,,ANTI-0118,Grassland,2018,2018-05-24,,,Kimberly Serno,1,2.5 - 5 min,Visualization,,True,Undetermined,Cedar Waxwing,Bombycilla cedrorum,178532.0,,CEDW,False,False,22.3999996185303,80.6999969482422,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,Grassland,88296.0,False,5,Spring
ANTI,,,ANTI-0137,Grassland,2018,2018-05-24,,,Kimberly Serno,1,2.5 - 5 min,Calling,50.0,False,Undetermined,Brown-headed Cowbird,Molothrus ater,179112.0,,BHCO,False,False,30.2999992370605,43.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Grassland,94215.0,False,5,Spring
ANTI,,,ANTI-0137,Grassland,2018,2018-05-24,,,Kimberly Serno,1,0-2.5 min,Singing,50.0,False,Male,Field Sparrow,Spizella pusilla,179443.0,,FISP,False,True,30.2999992370605,43.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Grassland,84790.0,False,5,Spring
ANTI,,,ANTI-0137,Grassland,2018,2018-05-24,,,Kimberly Serno,1,5 - 7.5 min,Visualization,50.0,False,Male,Brown-headed Cowbird,Molothrus ater,179112.0,,BHCO,False,False,30.2999992370605,43.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,Grassland,94215.0,False,5,Spring
ANTI,,,ANTI-0137,Grassland,2018,2018-05-24,,,Kimberly Serno,1,0-2.5 min,Singing,50.0,False,Male,Eastern Towhee,Pipilo erythrophthalmus,179276.0,,EATO,False,True,30.2999992370605,43.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Grassland,83803.0,False,5,Spring
ANTI,,,ANTI-0137,Grassland,2018,2018-05-24,,,Kimberly Serno,1,0-2.5 min,Singing,50.0,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,,NOCA,False,False,30.2999992370605,43.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Grassland,94228.0,False,5,Spring
ANTI,,,ANTI-0137,Grassland,2018,2018-05-24,,,Kimberly Serno,1,0-2.5 min,Singing,50.0,False,Male,Indigo Bunting,Passerina cyanea,179150.0,,INBU,False,True,30.2999992370605,43.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Grassland,94257.0,False,5,Spring
